InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription_x,MissingCustomerID_x,MissingDescription_x,IsCancelled_x,IsReturn_x,IsFreeItem_x,TotalPrice_x,Year_x,Month_x,MonthYear_x,YearQuarter_x,Hour_x,Minute_x,Time_x,TimeOfDay_x,OriginalDescription_y,MissingCustomerID_y,MissingDescription_y,IsCancelled_y,IsReturn_y,IsFreeItem_y,TotalPrice_y,Year_y,Month_y,MonthYear_y,YearQuarter_y,Hour_y,Minute_y,Time_y,TimeOfDay_y
556943,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,-126,2011-06-15 16:54:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,54,16:54:00,Afternoon,,,,,,,,,,,,,,,
556944,84800L,LARGE WHITE/PINK ROSE ART FLOWER,-29,2011-06-15 16:54:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,54,16:54:00,Afternoon,,,,,,,,,,,,,,,
556963,35965,FOLKART HEART NAPKIN RINGS,-9,2011-06-16 09:40:00,0.0,,United Kingdom,found some more on shelf,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,9,40,09:40:00,Morning,,,,,,,,,,,,,,,
557025,22192,BLUE DINER WALL CLOCK,-9,2011-06-16 13:09:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,9,13:09:00,Afternoon,,,,,,,,,,,,,,,
557028,79071B,ENGLISH ROSE METAL WASTE BIN,-4,2011-06-16 13:25:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,25,13:25:00,Afternoon,,,,,,,,,,,,,,,
557029,22480,RED TEA TOWEL CLASSIC DESIGN,-24,2011-06-16 13:29:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,29,13:29:00,Afternoon,,,,,,,,,,,,,,,
557030,21446,12 RED ROSE PEG PLACE SETTINGS,-50,2011-06-16 13:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,30,13:30:00,Afternoon,,,,,,,,,,,,,,,
557031,21447,12 IVORY ROSE PEG PLACE SETTINGS,-65,2011-06-16 13:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,31,13:31:00,Afternoon,,,,,,,,,,,,,,,
557035,82583,HOT BATHS METAL SIGN,-220,2011-06-16 13:52:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,52,13:52:00,Afternoon,,,,,,,,,,,,,,,
557036,20867,PINK ROSE FABRIC MIRROR,-271,2011-06-16 13:53:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,53,13:53:00,Afternoon,,,,,,,,,,,,,,,
557108,23113,PANTRY CHOPPING BOARD,-1440,2011-06-16 15:58:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,58,15:58:00,Afternoon,,,,,,,,,,,,,,,
557390,21360,JOY LARGE WOOD LETTERS,-4,2011-06-20 11:12:00,0.0,,United Kingdom,Show Samples,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,12,11:12:00,Morning,,,,,,,,,,,,,,,
557417,84809B,PINK CHRYSANTHEMUMS ART FLOWER,-324,2011-06-20 11:51:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,51,11:51:00,Morning,,,,,,,,,,,,,,,
557596,23114,VINTAGE LEAF CHOPPING BOARD  ,-1440,2011-06-21 11:33:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,33,11:33:00,Morning,,,,,,,,,,,,,,,
557597,23115,RED APPLES CHOPPING BOARD   ,-1440,2011-06-21 11:33:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,33,11:33:00,Morning,,,,,,,,,,,,,,,
557599,23116,VEGETABLE GARDEN CHOPPING BOARD,-1440,2011-06-21 11:34:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,34,11:34:00,Morning,,,,,,,,,,,,,,,
557600,23117,POPPY FIELDS CHOPPING BOARD,-1440,2011-06-21 11:35:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,35,11:35:00,Morning,,,,,,,,,,,,,,,
557756,22567,20 DOLLY PEGS RETROSPOT,-14,2011-06-22 13:18:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,18,13:18:00,Afternoon,,,,,,,,,,,,,,,
557777,44265,,-5,2011-06-22 15:11:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,11,15:11:00,Afternoon,,,,,,,,,,,,,,,
557778,21161,KEEP OUT BOYS DOOR HANGER ,-38,2011-06-22 15:11:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,11,15:11:00,Afternoon,,,,,,,,,,,,,,,
557784,21421,PORCELAIN ROSE LARGE ,-5,2011-06-22 15:49:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,49,15:49:00,Afternoon,,,,,,,,,,,,,,,
557806,84706D,CHERRY BLOSSOM TABLE CLOCK ,-5,2011-06-23 10:32:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,10,32,10:32:00,Morning,,,,,,,,,,,,,,,
557851,85130A,BEADED PEARL HEART WHITE LARGE,-23,2011-06-23 10:57:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,10,57,10:57:00,Morning,,,,,,,,,,,,,,,
558032,22443,GROW YOUR OWN HERBS SET OF 3,-7,2011-06-24 12:14:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,12,14,12:14:00,Morning,,,,,,,,,,,,,,,
558033,84876B,GREEN HEART COMPACT MIRROR,-59,2011-06-24 12:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,12,15,12:15:00,Morning,,,,,,,,,,,,,,,
558034,20658,RED RETROSPOT LUGGAGE TAG,-78,2011-06-24 12:17:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,12,17,12:17:00,Morning,,,,,,,,,,,,,,,
558238,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-21,2011-06-27 15:04:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,4,15:04:00,Afternoon,,,,,,,,,,,,,,,
558244,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,-2,2011-06-27 15:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,52,15:52:00,Afternoon,,,,,,,,,,,,,,,
558268,21351,CINAMMON & ORANGE WREATH,-220,2011-06-28 10:17:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,10,17,10:17:00,Morning,,,,,,,,,,,,,,,
558306,85232D,SET/3 DECOUPAGE STACKING TINS,-118,2011-06-28 10:59:00,0.0,,United Kingdom,mix up with c,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,10,59,10:59:00,Morning,,,,,,,,,,,,,,,
558307,22088,PAPER BUNTING COLOURED LACE,-39,2011-06-28 11:02:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,2,11:02:00,Morning,,,,,,,,,,,,,,,
558308,84576,BLUE CAT BISCUIT BARREL PINK HEART,-10,2011-06-28 11:02:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,2,11:02:00,Morning,,,,,,,,,,,,,,,
558309,85132B,CHARLIE AND LOLA TABLE TINS,-42,2011-06-28 11:03:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,3,11:03:00,Morning,,,,,,,,,,,,,,,
558318,85232A,SET/3 POLKADOT STACKING TINS,-14,2011-06-28 11:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,11,52,11:52:00,Morning,,,,,,,,,,,,,,,
558377,37423,WHITE WITH BLACK CATS PLATE,-17,2011-06-28 16:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,24,16:24:00,Afternoon,,,,,,,,,,,,,,,
558378,79161A,,-13,2011-06-28 16:27:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,27,16:27:00,Afternoon,,,,,,,,,,,,,,,
558379,22618,COOKING SET RETROSPOT,-1681,2011-06-28 16:34:00,0.0,,United Kingdom,"mouldy, unsaleable.",True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,34,16:34:00,Afternoon,,,,,,,,,,,,,,,
558445,22034,ROBIN CHRISTMAS CARD,-18,2011-06-29 13:39:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,39,13:39:00,Afternoon,,,,,,,,,,,,,,,
558446,22164,STRING OF STARS CARD HOLDER,-80,2011-06-29 13:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,40,13:40:00,Afternoon,,,,,,,,,,,,,,,
558448,22163,HEART STRING MEMO HOLDER HANGING,-90,2011-06-29 13:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,40,13:40:00,Afternoon,,,,,,,,,,,,,,,
558449,21807,WHITE CHRISTMAS STAR DECORATION,-35,2011-06-29 13:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,40,13:40:00,Afternoon,,,,,,,,,,,,,,,
558451,21817,GLITTER CHRISTMAS TREE,-80,2011-06-29 13:41:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,41,13:41:00,Afternoon,,,,,,,,,,,,,,,
558457,21147,JINGLE BELLS TREE DECORATION,-95,2011-06-29 13:59:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,13,59,13:59:00,Afternoon,,,,,,,,,,,,,,,
558464,35966,,-20,2011-06-29 15:17:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,6,2011-06,2011Q2,15,17,15:17:00,Afternoon,,,,,,,,,,,,,,,
558476,84597B,RETRO BROWN BALL ASHTRAY ,-6,2011-06-29 16:04:00,0.0,,United Kingdom,damages,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,4,16:04:00,Afternoon,,,,,,,,,,,,,,,
558477,84597C,RETRO PINK BALL ASHTRAY ,-1,2011-06-29 16:04:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,16,4,16:04:00,Afternoon,,,,,,,,,,,,,,,
558520,21896,POTTING SHED TWINE,-38,2011-06-30 10:25:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,6,2011-06,2011Q2,10,25,10:25:00,Morning,,,,,,,,,,,,,,,
558723,84865,NEW BAROQUE BLACK PHOTO ALBUM,-7,2011-07-01 14:28:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,28,14:28:00,Afternoon,,,,,,,,,,,,,,,
558728,20826,SILVER APERITIF GLASS,-1,2011-07-01 14:50:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,50,14:50:00,Afternoon,,,,,,,,,,,,,,,
558730,22060,LARGE CAKE STAND HANGING HEARTS,-1,2011-07-01 14:51:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,51,14:51:00,Afternoon,,,,,,,,,,,,,,,
558732,47341A,FUSCHIA TABLE RUN FLOWER ,-1,2011-07-01 14:55:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,55,14:55:00,Afternoon,,,,,,,,,,,,,,,
558741,37444C,PINK BREAKFAST CUP AND SAUCER ,-1,2011-07-01 15:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,52,15:52:00,Afternoon,,,,,,,,,,,,,,,
558742,62043B,BLUE CHECK BAG W HANDLE 34X20CM,-1,2011-07-01 15:56:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,56,15:56:00,Afternoon,,,,,,,,,,,,,,,
558743,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,-4,2011-07-01 15:56:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,56,15:56:00,Afternoon,,,,,,,,,,,,,,,
558890,84857C,PINK MONTE CARLO HANDBAG,-24,2011-07-04 15:34:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,34,15:34:00,Afternoon,,,,,,,,,,,,,,,
559314,84584,PINK GINGHAM CAT WITH SCARF,-50,2011-07-07 13:51:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,13,51,13:51:00,Afternoon,,,,,,,,,,,,,,,
559365,22451,SILK PURSE BABUSHKA RED,-3,2011-07-08 08:53:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,8,53,08:53:00,Morning,,,,,,,,,,,,,,,
559373,16156S,WRAP PINK FAIRY CAKES ,-110,2011-07-08 10:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,36,10:36:00,Morning,,,,,,,,,,,,,,,
559374,22050,PINK PAISLEY ROSE GIFT WRAP,-100,2011-07-08 10:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,37,10:37:00,Morning,,,,,,,,,,,,,,,
559375,22051,BLUE SCANDINAVIAN PAISLEY WRAP,-300,2011-07-08 10:37:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,37,10:37:00,Morning,,,,,,,,,,,,,,,
559376,48116,DOORMAT MULTICOLOUR STRIPE,-35,2011-07-08 10:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,38,10:38:00,Morning,,,,,,,,,,,,,,,
559378,21781,MA CAMPAGNE CUTLERY BOX,-39,2011-07-08 10:40:00,0.0,,United Kingdom,damages?,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,40,10:40:00,Morning,,,,,,,,,,,,,,,
559379,79337,BLUE FLOCK GLASS CANDLEHOLDER,-8,2011-07-08 10:42:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,42,10:42:00,Morning,,,,,,,,,,,,,,,
559390,21700,BIG DOUGHNUT FRIDGE MAGNETS,-110,2011-07-08 10:46:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,46,10:46:00,Morning,,,,,,,,,,,,,,,
559398,21169,YOU'RE CONFUSING ME METAL SIGN ,-70,2011-07-08 10:48:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,48,10:48:00,Morning,,,,,,,,,,,,,,,
559402,21635,MADRAS NOTEBOOK LARGE ,-8,2011-07-08 10:49:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,49,10:49:00,Morning,,,,,,,,,,,,,,,
559405,22863,SOAP DISH BROCANTE,-7,2011-07-08 10:50:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,50,10:50:00,Morning,,,,,,,,,,,,,,,
559410,84341B,SMALL PINK MAGIC CHRISTMAS TREE,-179,2011-07-08 10:51:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,51,10:51:00,Morning,,,,,,,,,,,,,,,
559414,22855,FINE WICKER HEART ,-4,2011-07-08 10:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,52,10:52:00,Morning,,,,,,,,,,,,,,,
559423,71143,SILVER BOOK MARK WITH BEADS,-14,2011-07-08 12:06:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,12,6,12:06:00,Morning,,,,,,,,,,,,,,,
559655,21166,COOK WITH WINE METAL SIGN ,-124,2011-07-11 12:57:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,12,57,12:57:00,Morning,,,,,,,,,,,,,,,
559792,21067,VINTAGE RED TEATIME MUG,-66,2011-07-12 12:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,12,31,12:31:00,Morning,,,,,,,,,,,,,,,
559943,21578,WOODLAND DESIGN  COTTON TOTE BAG,-251,2011-07-14 10:21:00,0.0,,United Kingdom,?,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,10,21,10:21:00,Morning,,,,,,,,,,,,,,,
560037,22242,5 HOOK HANGER MAGIC TOADSTOOL,-34,2011-07-14 14:00:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,0,14:00:00,Afternoon,,,,,,,,,,,,,,,
560039,20713,JUMBO BAG OWLS,-3100,2011-07-14 14:27:00,0.0,,United Kingdom,wrongly marked. 23343 in box,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,27,14:27:00,Afternoon,,,,,,,,,,,,,,,
560091,44236,PINK/PURPLE CIRCLE CURTAIN,-10,2011-07-14 17:03:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,17,3,17:03:00,Afternoon,,,,,,,,,,,,,,,
560110,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-40,2011-07-15 09:51:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,51,09:51:00,Morning,,,,,,,,,,,,,,,
560111,84874B,BLUE TRAVEL FIRST AID KIT,-3,2011-07-15 09:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,52,09:52:00,Morning,,,,,,,,,,,,,,,
560112,21683,MEDIUM MEDINA STAMPED METAL BOWL ,-38,2011-07-15 09:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,52,09:52:00,Morning,,,,,,,,,,,,,,,
560113,21865,PINK UNION JACK  PASSPORT COVER ,-40,2011-07-15 09:52:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,52,09:52:00,Morning,,,,,,,,,,,,,,,
560114,75172,PAINTED SEA SHELL METAL WINDCHIME,-35,2011-07-15 09:53:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,53,09:53:00,Morning,,,,,,,,,,,,,,,
560213,10123C,HEARTS WRAPPING TAPE ,-18,2011-07-15 15:05:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,5,15:05:00,Afternoon,,,,,,,,,,,,,,,
560214,16162L,THE KING GIFT BAG,-54,2011-07-15 15:07:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,7,15:07:00,Afternoon,,,,,,,,,,,,,,,
560215,16162M,THE KING GIFT BAG 25x24x12cm,-84,2011-07-15 15:08:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,8,15:08:00,Afternoon,,,,,,,,,,,,,,,
560423,16169K,WRAP FOLK ART,-25,2011-07-18 15:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,15,15:15:00,Afternoon,,,,,,,,,,,,,,,
560424,21503,TOYBOX  WRAP ,-84,2011-07-18 15:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,15,15:15:00,Afternoon,,,,,,,,,,,,,,,
560425,81950B,FLOWER BLUE CLOCK WITH SUCKER,-23,2011-07-18 15:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,15,15:15:00,Afternoon,,,,,,,,,,,,,,,
560427,84629,WHITE 3 FRAME BIRDS AND TREE ,-2,2011-07-18 15:16:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,16,15:16:00,Afternoon,,,,,,,,,,,,,,,
560428,21634,ASSORTED MINI MADRAS NOTEBOOK,-169,2011-07-18 15:17:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,17,15:17:00,Afternoon,,,,,,,,,,,,,,,
560440,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-07-18 16:36:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,16,36,16:36:00,Afternoon,,,,,,,,,,,,,,,
560583,17096,ASSORTED LAQUERED INCENSE HOLDERS,-7,2011-07-19 15:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,31,15:31:00,Afternoon,,,,,,,,,,,,,,,
560600,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,-2834,2011-07-19 17:04:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,17,4,17:04:00,Afternoon,,,,,,,,,,,,,,,
560717,84576,BLUE CAT BISCUIT BARREL PINK HEART,-3,2011-07-20 13:28:00,0.0,,United Kingdom,damaged,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,13,28,13:28:00,Afternoon,,,,,,,,,,,,,,,
560719,84877A,PINK ROUND COMPACT MIRROR,-21,2011-07-20 13:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,13,30,13:30:00,Afternoon,,,,,,,,,,,,,,,
560722,16049,TEATIME GEL PENS ASST,-31,2011-07-20 13:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,13,37,13:37:00,Afternoon,,,,,,,,,,,,,,,
560730,84797B,,-2,2011-07-20 14:53:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,53,14:53:00,Afternoon,,,,,,,,,,,,,,,
560737,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,-109,2011-07-20 15:34:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,15,34,15:34:00,Afternoon,,,,,,,,,,,,,,,
560830,81953B,ROUND BLUE CLOCK WITH SUCKER,-6,2011-07-21 12:03:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,12,3,12:03:00,Morning,,,,,,,,,,,,,,,
560831,81950V,FLOWER PURPLE CLOCK WITH SUCKER,-1,2011-07-21 12:04:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,12,4,12:04:00,Morning,,,,,,,,,,,,,,,
560867,21891,TRADITIONAL WOODEN SKIPPING ROPE,-21,2011-07-21 14:10:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,14,10,14:10:00,Afternoon,,,,,,,,,,,,,,,
560923,22777,GLASS CLOCHE LARGE,-14,2011-07-22 08:54:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,8,54,08:54:00,Morning,,,,,,,,,,,,,,,
560939,84907,PINK YELLOW PATCH CUSHION COVER,-3,2011-07-22 11:20:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,20,11:20:00,Morning,,,,,,,,,,,,,,,
560940,72127,COLUMBIAN CANDLE ROUND ,-53,2011-07-22 11:20:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,20,11:20:00,Morning,,,,,,,,,,,,,,,
560941,85230E,STRAWBRY SCENTED VOTIVE CANDLE,-178,2011-07-22 11:21:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,21,11:21:00,Morning,,,,,,,,,,,,,,,
561086,15036,ASSORTED COLOURS SILK FAN,-530,2011-07-25 09:32:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,9,32,09:32:00,Morning,,,,,,,,,,,,,,,
561103,85103,SILVER T-LIGHT SETTING,-32,2011-07-25 11:23:00,0.0,,United Kingdom,stock creditted wrongly,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,23,11:23:00,Morning,,,,,,,,,,,,,,,
561107,84763,ZINC FINISH 15CM PLANTER POTS,-5,2011-07-25 11:42:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,42,11:42:00,Morning,,,,,,,,,,,,,,,
561108,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,-7,2011-07-25 11:43:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,43,11:43:00,Morning,,,,,,,,,,,,,,,
561110,85087,CANDY SPOT CUSHION COVER,-16,2011-07-25 11:44:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,44,11:44:00,Morning,,,,,,,,,,,,,,,
561249,DCGS0073,ebay,-4,2011-07-26 11:51:00,0.0,,United Kingdom,ebay,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,51,11:51:00,Morning,,,,,,,,,,,,,,,
561250,DCGS0071,,-2,2011-07-26 11:51:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,51,11:51:00,Morning,,,,,,,,,,,,,,,
561251,DCGS0070,CAMOUFLAGE DOG COLLAR,-8,2011-07-26 11:51:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,51,11:51:00,Morning,,,,,,,,,,,,,,,
561252,DCGS0069,OOH LA LA DOGS COLLAR,-5,2011-07-26 11:52:00,0.0,,United Kingdom,ebay,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,52,11:52:00,Morning,,,,,,,,,,,,,,,
561253,DCGS0068,ebay,-10,2011-07-26 11:52:00,0.0,,United Kingdom,ebay,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,52,11:52:00,Morning,,,,,,,,,,,,,,,
561254,DCGS0067,ebay,-11,2011-07-26 11:52:00,0.0,,United Kingdom,ebay,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,52,11:52:00,Morning,,,,,,,,,,,,,,,
561255,DCGS0066P,,-3,2011-07-26 11:52:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,52,11:52:00,Morning,,,,,,,,,,,,,,,
561256,DCGS0003,BOXED GLASS ASHTRAY,-7,2011-07-26 11:53:00,0.0,,United Kingdom,ebay,True,False,False,True,True,-0.0,2011,7,2011-07,2011Q3,11,53,11:53:00,Morning,,,,,,,,,,,,,,,
