InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription,TotalPrice,Year,Month,MonthYear,YearQuarter,Time,Hour,Minute,Weekday,TimeOfDay,MissingCustomerID,MissingDescription,IsValidSale,IsValidReturn
C559741,22978,PANTRY ROLLING PIN,-1,2011-07-12 11:10:00,3.75,13013,United Kingdom,PANTRY ROLLING PIN,-3.75,2011,7,2011-07,2011Q3,11:10:00,11,10,Tuesday,Morning,False,False,False,True
C559742,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,2011-07-12 11:11:00,3.25,14267,United Kingdom,SET 2 PANTRY DESIGN TEA TOWELS,-19.5,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,22960,JAM MAKING SET WITH JARS,-12,2011-07-12 11:11:00,3.75,14267,United Kingdom,JAM MAKING SET WITH JARS,-45.0,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,22956,36 FOIL HEART CAKE CASES,-6,2011-07-12 11:11:00,2.1,14267,United Kingdom,36 FOIL HEART CAKE CASES,-12.600000000000001,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,2011-07-12 11:11:00,2.95,14267,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,-17.700000000000003,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,22423,REGENCY CAKESTAND 3 TIER,-6,2011-07-12 11:11:00,12.75,14267,United Kingdom,REGENCY CAKESTAND 3 TIER,-76.5,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,21877,HOME SWEET HOME MUG,-12,2011-07-12 11:11:00,1.25,14267,United Kingdom,HOME SWEET HOME MUG,-15.0,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559742,21164,HOME SWEET HOME METAL SIGN ,-6,2011-07-12 11:11:00,2.95,14267,United Kingdom,HOME SWEET HOME METAL SIGN ,-17.700000000000003,2011,7,2011-07,2011Q3,11:11:00,11,11,Tuesday,Morning,False,False,False,True
C559743,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-07-12 11:12:00,2.95,13599,United Kingdom,ANTIQUE GLASS DRESSING TABLE POT,-2.95,2011,7,2011-07,2011Q3,11:12:00,11,12,Tuesday,Morning,False,False,False,True
C559743,22098,BOUDOIR SQUARE TISSUE BOX,-12,2011-07-12 11:12:00,0.39,13599,United Kingdom,BOUDOIR SQUARE TISSUE BOX,-4.68,2011,7,2011-07,2011Q3,11:12:00,11,12,Tuesday,Morning,False,False,False,True
C559744,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-07-12 11:13:00,9.95,15416,United Kingdom,FAMILY PHOTO FRAME CORNICE,-9.95,2011,7,2011-07,2011Q3,11:13:00,11,13,Tuesday,Morning,False,False,False,True
C559747,79030D,TUMBLER BAROQUE,-1,2011-07-12 11:23:00,0.39,17069,United Kingdom,TUMBLER BAROQUE,-0.39,2011,7,2011-07,2011Q3,11:23:00,11,23,Tuesday,Morning,False,False,False,True
C559803,15036,ASSORTED COLOURS SILK FAN,-72,2011-07-12 13:49:00,0.83,16701,United Kingdom,ASSORTED COLOURS SILK FAN,-59.76,2011,7,2011-07,2011Q3,13:49:00,13,49,Tuesday,Afternoon,False,False,False,True
C559808,21891,TRADITIONAL WOODEN SKIPPING ROPE,-1,2011-07-12 14:49:00,1.45,13743,United Kingdom,TRADITIONAL WOODEN SKIPPING ROPE,-1.45,2011,7,2011-07,2011Q3,14:49:00,14,49,Tuesday,Afternoon,False,False,False,True
C559829,22371,AIRLINE BAG VINTAGE TOKYO 78,-2,2011-07-13 09:45:00,3.95,14483,United Kingdom,AIRLINE BAG VINTAGE TOKYO 78,-7.9,2011,7,2011-07,2011Q3,09:45:00,9,45,Wednesday,Morning,False,False,False,True
C559880,71038,WHITE HANGING BEADS CANDLE HOLDER,-4,2011-07-13 11:32:00,5.45,15493,United Kingdom,WHITE HANGING BEADS CANDLE HOLDER,-21.8,2011,7,2011-07,2011Q3,11:32:00,11,32,Wednesday,Morning,False,False,False,True
C559882,23106,ZINC HEARTS PLANT POT HOLDER,-12,2011-07-13 11:34:00,2.89,16156,United Kingdom,ZINC HEARTS PLANT POT HOLDER,-34.68,2011,7,2011-07,2011Q3,11:34:00,11,34,Wednesday,Morning,False,False,False,True
C559908,21871,SAVE THE PLANET MUG,-72,2011-07-13 13:56:00,1.06,14088,United Kingdom,SAVE THE PLANET MUG,-76.32000000000001,2011,7,2011-07,2011Q3,13:56:00,13,56,Wednesday,Afternoon,False,False,False,True
C559939,84688,BEACH HUT DESIGN BLACKBOARD,-12,2011-07-14 10:19:00,4.25,14426,United Kingdom,BEACH HUT DESIGN BLACKBOARD,-51.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,82484,WOOD BLACK BOARD ANT WHITE FINISH,-12,2011-07-14 10:19:00,6.75,14426,United Kingdom,WOOD BLACK BOARD ANT WHITE FINISH,-81.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22937,BAKING MOULD CHOCOLATE CUPCAKES,-6,2011-07-14 10:19:00,2.55,14426,United Kingdom,BAKING MOULD CHOCOLATE CUPCAKES,-15.299999999999999,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22847,BREAD BIN DINER STYLE IVORY,-1,2011-07-14 10:19:00,16.95,14426,United Kingdom,BREAD BIN DINER STYLE IVORY,-16.95,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22750,FELTCRAFT PRINCESS LOLA DOLL,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,FELTCRAFT PRINCESS LOLA DOLL,-15.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22718,CARD CAT AND TREE ,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,CARD CAT AND TREE ,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22714,CARD BIRTHDAY COWBOY,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,CARD BIRTHDAY COWBOY,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22647,CERAMIC LOVE HEART MONEY BANK,-12,2011-07-14 10:19:00,1.45,14426,United Kingdom,CERAMIC LOVE HEART MONEY BANK,-17.4,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22570,FELTCRAFT CUSHION RABBIT,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,FELTCRAFT CUSHION RABBIT,-15.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22568,FELTCRAFT CUSHION OWL,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,FELTCRAFT CUSHION OWL,-15.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22464,HANGING METAL HEART LANTERN,-12,2011-07-14 10:19:00,1.65,14426,United Kingdom,HANGING METAL HEART LANTERN,-19.799999999999997,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,2011-07-14 10:19:00,4.95,14426,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-14.850000000000001,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22435,SET OF 9 HEART SHAPED BALLOONS,-12,2011-07-14 10:19:00,1.25,14426,United Kingdom,SET OF 9 HEART SHAPED BALLOONS,-15.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22318,FIVE HEART HANGING DECORATION,-6,2011-07-14 10:19:00,2.95,14426,United Kingdom,FIVE HEART HANGING DECORATION,-17.700000000000003,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22151,PLACE SETTING WHITE HEART,-24,2011-07-14 10:19:00,0.42,14426,United Kingdom,PLACE SETTING WHITE HEART,-10.08,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22150,3 STRIPEY MICE FELTCRAFT,-6,2011-07-14 10:19:00,1.95,14426,United Kingdom,3 STRIPEY MICE FELTCRAFT,-11.7,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22147,FELTCRAFT BUTTERFLY HEARTS,-14,2011-07-14 10:19:00,1.45,14426,United Kingdom,FELTCRAFT BUTTERFLY HEARTS,-20.3,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22132,RED LOVE HEART SHAPE CUP,-12,2011-07-14 10:19:00,0.85,14426,United Kingdom,RED LOVE HEART SHAPE CUP,-10.2,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22082,RIBBON REEL STRIPES DESIGN ,-10,2011-07-14 10:19:00,1.65,14426,United Kingdom,RIBBON REEL STRIPES DESIGN ,-16.5,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22079,RIBBON REEL HEARTS DESIGN ,-10,2011-07-14 10:19:00,1.65,14426,United Kingdom,RIBBON REEL HEARTS DESIGN ,-16.5,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22031,BOTANICAL LAVENDER BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,BOTANICAL LAVENDER BIRTHDAY CARD,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22026,BANQUET BIRTHDAY  CARD  ,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,BANQUET BIRTHDAY  CARD  ,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22025,RING OF ROSES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,RING OF ROSES BIRTHDAY CARD,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22024,RAINY LADIES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,RAINY LADIES BIRTHDAY CARD,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,22023,EMPIRE BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,EMPIRE BIRTHDAY CARD,-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,-13.200000000000001,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21733,RED HANGING HEART T-LIGHT HOLDER,-6,2011-07-14 10:19:00,2.95,14426,United Kingdom,RED HANGING HEART T-LIGHT HOLDER,-17.700000000000003,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21507,"ELEPHANT, BIRTHDAY CARD, ",-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,"ELEPHANT, BIRTHDAY CARD, ",-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21506,"FANCY FONT BIRTHDAY CARD, ",-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,"FANCY FONT BIRTHDAY CARD, ",-5.04,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-4,2011-07-14 10:19:00,4.25,14426,United Kingdom,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-17.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,2011-07-14 10:19:00,1.25,14426,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,-15.0,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559939,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,-13.200000000000001,2011,7,2011-07,2011Q3,10:19:00,10,19,Thursday,Morning,False,False,False,True
C559947,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-32,2011-07-14 10:27:00,2.55,16701,United Kingdom,SET/5 RED RETROSPOT LID GLASS BOWLS,-81.6,2011,7,2011-07,2011Q3,10:27:00,10,27,Thursday,Morning,False,False,False,True
C559947,21868,POTTING SHED TEA MUG,-36,2011-07-14 10:27:00,1.06,16701,United Kingdom,POTTING SHED TEA MUG,-38.160000000000004,2011,7,2011-07,2011Q3,10:27:00,10,27,Thursday,Morning,False,False,False,True
C559949,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-07-14 10:42:00,2.95,,EIRE,ROSES REGENCY TEACUP AND SAUCER ,-5.9,2011,7,2011-07,2011Q3,10:42:00,10,42,Thursday,Morning,True,False,False,True
C559950,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,-3,2011-07-14 10:47:00,3.75,14562,United Kingdom,BLACK LOVE BIRD T-LIGHT HOLDER,-11.25,2011,7,2011-07,2011Q3,10:47:00,10,47,Thursday,Morning,False,False,False,True
C559952,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-7,2011-07-14 10:57:00,1.45,17696,United Kingdom,SINGLE ANTIQUE ROSE HOOK IVORY,-10.15,2011,7,2011-07,2011Q3,10:57:00,10,57,Thursday,Morning,False,False,False,True
C559952,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-14 10:57:00,3.29,17696,United Kingdom,TRIPLE HOOK ANTIQUE IVORY ROSE,-9.870000000000001,2011,7,2011-07,2011Q3,10:57:00,10,57,Thursday,Morning,False,False,False,True
C559952,21534,DAIRY MAID LARGE MILK JUG,-2,2011-07-14 10:57:00,4.95,17696,United Kingdom,DAIRY MAID LARGE MILK JUG,-9.9,2011,7,2011-07,2011Q3,10:57:00,10,57,Thursday,Morning,False,False,False,True
C559952,21258,VICTORIAN SEWING BOX LARGE,-2,2011-07-14 10:57:00,6.95,17696,United Kingdom,VICTORIAN SEWING BOX LARGE,-13.9,2011,7,2011-07,2011Q3,10:57:00,10,57,Thursday,Morning,False,False,False,True
C559952,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-07-14 10:57:00,1.49,17696,United Kingdom,CERAMIC CAKE DESIGN SPOTTED MUG,-1.49,2011,7,2011-07,2011Q3,10:57:00,10,57,Thursday,Morning,False,False,False,True
C559953,23169,CLASSIC GLASS COOKIE JAR,-3,2011-07-14 11:00:00,4.15,13815,Germany,CLASSIC GLASS COOKIE JAR,-12.450000000000001,2011,7,2011-07,2011Q3,11:00:00,11,0,Thursday,Morning,False,False,False,True
C559983,23301,GARDENERS KNEELING PAD KEEP CALM ,-6,2011-07-14 11:41:00,1.65,14562,United Kingdom,GARDENERS KNEELING PAD KEEP CALM ,-9.899999999999999,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,23300,GARDENERS KNEELING PAD CUP OF TEA ,-6,2011-07-14 11:41:00,1.65,14562,United Kingdom,GARDENERS KNEELING PAD CUP OF TEA ,-9.899999999999999,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22918,HERB MARKER PARSLEY,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER PARSLEY,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22920,HERB MARKER BASIL,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER BASIL,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22916,HERB MARKER THYME,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER THYME,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22919,HERB MARKER MINT,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER MINT,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22917,HERB MARKER ROSEMARY,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER ROSEMARY,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-5,2011-07-14 11:41:00,2.95,14562,United Kingdom,PAPER CHAIN KIT VINTAGE CHRISTMAS,-14.75,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2011-07-14 11:41:00,2.95,14562,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,-17.700000000000003,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,23313,VINTAGE CHRISTMAS BUNTING,-8,2011-07-14 11:41:00,4.95,14562,United Kingdom,VINTAGE CHRISTMAS BUNTING,-39.6,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22921,HERB MARKER CHIVES ,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,HERB MARKER CHIVES ,-7.800000000000001,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-14 11:41:00,12.75,14562,United Kingdom,CREAM SWEETHEART MINI CHEST,-12.75,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-12,2011-07-14 11:41:00,3.75,14562,United Kingdom,SET 6 PAPER TABLE LANTERN HEARTS ,-45.0,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,23083,SET 6 PAPER TABLE LANTERN STARS ,-12,2011-07-14 11:41:00,3.75,14562,United Kingdom,SET 6 PAPER TABLE LANTERN STARS ,-45.0,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C559983,22487,WHITE WOOD GARDEN PLANT LADDER,-2,2011-07-14 11:41:00,9.95,14562,United Kingdom,WHITE WOOD GARDEN PLANT LADDER,-19.9,2011,7,2011-07,2011Q3,11:41:00,11,41,Thursday,Morning,False,False,False,True
C560043,21704,BAG 250g SWIRLY MARBLES,-2,2011-07-14 14:47:00,0.72,16656,United Kingdom,BAG 250g SWIRLY MARBLES,-1.44,2011,7,2011-07,2011Q3,14:47:00,14,47,Thursday,Afternoon,False,False,False,True
C560044,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-07-14 14:47:00,9.95,14258,United Kingdom,SWEETHEART CAKESTAND 3 TIER,-19.9,2011,7,2011-07,2011Q3,14:47:00,14,47,Thursday,Afternoon,False,False,False,True
C560045,84692,BOX OF 24 COCKTAIL PARASOLS,-1,2011-07-14 14:51:00,0.42,16779,United Kingdom,BOX OF 24 COCKTAIL PARASOLS,-0.42,2011,7,2011-07,2011Q3,14:51:00,14,51,Thursday,Afternoon,False,False,False,True
C560045,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-14 14:51:00,2.75,16779,United Kingdom,COLOUR GLASS. STAR T-LIGHT HOLDER,-2.75,2011,7,2011-07,2011Q3,14:51:00,14,51,Thursday,Afternoon,False,False,False,True
C560045,71053,WHITE METAL LANTERN,-2,2011-07-14 14:51:00,3.39,16779,United Kingdom,WHITE METAL LANTERN,-6.78,2011,7,2011-07,2011Q3,14:51:00,14,51,Thursday,Afternoon,False,False,False,True
C560046,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,2011-07-14 14:55:00,7.9,17049,United Kingdom,LARGE ANTIQUE WHITE PHOTO FRAME,-7.9,2011,7,2011-07,2011Q3,14:55:00,14,55,Thursday,Afternoon,False,False,False,True
C560099,84692,BOX OF 24 COCKTAIL PARASOLS,-5,2011-07-14 17:47:00,0.42,16779,United Kingdom,BOX OF 24 COCKTAIL PARASOLS,-2.1,2011,7,2011-07,2011Q3,17:47:00,17,47,Thursday,Afternoon,False,False,False,True
C560123,21936,RED RETROSPOT PICNIC BAG,-2,2011-07-15 10:35:00,2.95,16782,United Kingdom,RED RETROSPOT PICNIC BAG,-5.9,2011,7,2011-07,2011Q3,10:35:00,10,35,Friday,Morning,False,False,False,True
C560124,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,2011-07-15 10:36:00,0.65,17440,United Kingdom,AGED GLASS SILVER T-LIGHT HOLDER,-3.9000000000000004,2011,7,2011-07,2011Q3,10:36:00,10,36,Friday,Morning,False,False,False,True
C560124,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,2011-07-15 10:36:00,0.85,17440,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,-4.25,2011,7,2011-07,2011Q3,10:36:00,10,36,Friday,Morning,False,False,False,True
C560148,20713,JUMBO BAG OWLS,-100,2011-07-15 11:10:00,1.79,15769,United Kingdom,JUMBO BAG OWLS,-179.0,2011,7,2011-07,2011Q3,11:10:00,11,10,Friday,Morning,False,False,False,True
C560189,23209,LUNCH BAG VINTAGE DOILY ,-1,2011-07-15 12:30:00,1.65,17652,United Kingdom,LUNCH BAG DOILEY PATTERN ,-1.65,2011,7,2011-07,2011Q3,12:30:00,12,30,Friday,Morning,False,False,False,True
C560206,23202,JUMBO BAG VINTAGE LEAF,-10,2011-07-15 13:56:00,2.08,17068,United Kingdom,JUMBO BAG VINTAGE LEAF,-20.8,2011,7,2011-07,2011Q3,13:56:00,13,56,Friday,Afternoon,False,False,False,True
C560208,22978,PANTRY ROLLING PIN,-5,2011-07-15 13:58:00,3.75,13013,United Kingdom,PANTRY ROLLING PIN,-18.75,2011,7,2011-07,2011Q3,13:58:00,13,58,Friday,Afternoon,False,False,False,True
C560219,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,-120,2011-07-15 15:22:00,0.85,12451,Switzerland,MAGIC SHEEP WOOL GROWING FROM PAPER,-102.0,2011,7,2011-07,2011Q3,15:22:00,15,22,Friday,Afternoon,False,False,False,True
C560220,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-15 15:22:00,12.75,14572,United Kingdom,REGENCY CAKESTAND 3 TIER,-12.75,2011,7,2011-07,2011Q3,15:22:00,15,22,Friday,Afternoon,False,False,False,True
C560221,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2011-07-15 15:23:00,4.25,13408,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-8.5,2011,7,2011-07,2011Q3,15:23:00,15,23,Friday,Afternoon,False,False,False,True
C560242,22501,PICNIC BASKET WICKER LARGE,-1,2011-07-17 12:03:00,9.95,14659,United Kingdom,PICNIC BASKET WICKER LARGE,-9.95,2011,7,2011-07,2011Q3,12:03:00,12,3,Sunday,Morning,False,False,False,True
C560243,22501,PICNIC BASKET WICKER LARGE,-1,2011-07-17 12:04:00,9.95,14659,United Kingdom,PICNIC BASKET WICKER LARGE,-9.95,2011,7,2011-07,2011Q3,12:04:00,12,4,Sunday,Morning,False,False,False,True
C560289,22766,PHOTO FRAME CORNICE,-3,2011-07-18 10:14:00,2.95,16398,United Kingdom,PHOTO FRAME CORNICE,-8.850000000000001,2011,7,2011-07,2011Q3,10:14:00,10,14,Monday,Morning,False,False,False,True
C560289,84816,DANISH ROSE BEDSIDE CABINET,-1,2011-07-18 10:14:00,39.95,16398,United Kingdom,DANISH ROSE BEDSIDE CABINET,-39.95,2011,7,2011-07,2011Q3,10:14:00,10,14,Monday,Morning,False,False,False,True
C560289,22197,POPCORN HOLDER,-7,2011-07-18 10:14:00,0.85,16398,United Kingdom,POPCORN HOLDER,-5.95,2011,7,2011-07,2011Q3,10:14:00,10,14,Monday,Morning,False,False,False,True
C560301,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2011-07-18 10:34:00,1.45,14159,United Kingdom,PANTRY MAGNETIC  SHOPPING LIST,-1.45,2011,7,2011-07,2011Q3,10:34:00,10,34,Monday,Morning,False,False,False,True
C560317,22927,GREEN GIANT GARDEN THERMOMETER,-2,2011-07-18 10:54:00,5.95,15527,United Kingdom,GREEN GIANT GARDEN THERMOMETER,-11.9,2011,7,2011-07,2011Q3,10:54:00,10,54,Monday,Morning,False,False,False,True
C560317,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-07-18 10:54:00,4.95,15527,United Kingdom,GLASS STAR FROSTED T-LIGHT HOLDER,-4.95,2011,7,2011-07,2011Q3,10:54:00,10,54,Monday,Morning,False,False,False,True
C560330,22374,AIRLINE BAG VINTAGE JET SET RED,-1,2011-07-18 11:10:00,4.25,17841,United Kingdom,AIRLINE BAG VINTAGE JET SET RED,-4.25,2011,7,2011-07,2011Q3,11:10:00,11,10,Monday,Morning,False,False,False,True
C560330,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-1,2011-07-18 11:10:00,2.1,17841,United Kingdom,SET/6 PINK  BUTTERFLY T-LIGHTS,-2.1,2011,7,2011-07,2011Q3,11:10:00,11,10,Monday,Morning,False,False,False,True
C560330,22981,PANTRY APPLE CORER,-1,2011-07-18 11:10:00,1.45,17841,United Kingdom,PANTRY APPLE CORER,-1.45,2011,7,2011-07,2011Q3,11:10:00,11,10,Monday,Morning,False,False,False,True
C560331,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-07-18 11:20:00,4.95,17706,United Kingdom,STRAWBERRY FAIRY CAKE TEAPOT,-4.95,2011,7,2011-07,2011Q3,11:20:00,11,20,Monday,Morning,False,False,False,True
C560331,22891,TEA FOR ONE POLKADOT,-1,2011-07-18 11:20:00,4.25,17706,United Kingdom,TEA FOR ONE POLKADOT,-4.25,2011,7,2011-07,2011Q3,11:20:00,11,20,Monday,Morning,False,False,False,True
C560365,23284,DOORMAT KEEP CALM AND COME IN,-1,2011-07-18 12:17:00,7.95,14390,United Kingdom,DOORMAT KEEP CALM AND COME IN,-7.95,2011,7,2011-07,2011Q3,12:17:00,12,17,Monday,Morning,False,False,False,True
C560365,23080,RED METAL BOX TOP SECRET,-1,2011-07-18 12:17:00,8.25,14390,United Kingdom,RED METAL BOX TOP SECRET,-8.25,2011,7,2011-07,2011Q3,12:17:00,12,17,Monday,Morning,False,False,False,True
C560390,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-07-18 13:20:00,2.95,12930,United Kingdom,PINK REGENCY TEACUP AND SAUCER,-2.95,2011,7,2011-07,2011Q3,13:20:00,13,20,Monday,Afternoon,False,False,False,True
C560391,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-07-18 13:21:00,2.95,12930,United Kingdom,PINK REGENCY TEACUP AND SAUCER,-2.95,2011,7,2011-07,2011Q3,13:21:00,13,21,Monday,Afternoon,False,False,False,True
